Game,Game Time,Opening Odds Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Central Arkansas Bears vs. Florida Gulf Coast Eagles,Jan 01 02:00PM ET,2026-01-01 05:10:06 UTC,Florida Gulf Coast Eagles,3,-2.0,1.35,-0.5,0.452000757288194,-2.0,-0.0718087665213298,-0.0718087665213298,2.2,1.9,-1.0,0.8,4.3,0.5114138215057724,-138.0,-138.0,0.5523340794432009,-0.0692823810258731,-0.0692823810258731,0.045,0.43,0.52,0.470493563568344,1,158.5,154.07109287670102,156.5,158.5,158.5,1.9,156.0,155.0,153.142185753402,151.72,0.4658349641191438,0.5341650358808562,-0.05797455969038,0.0103555120713323,-0.05797455969038,0.0103555120713323,0,1,0,1
Lipscomb Bisons vs. Jacksonville Dolphins,Jan 01 02:00PM ET,2026-01-01 05:10:06 UTC,Jacksonville Dolphins,2,11.5,14.2,12.5,0.4663268053956411,11.5,-0.0482363014004754,-0.0482363014004754,3.6,14.6,13.0,13.8,20.8,0.1237704918032786,550.0,550.0,0.1475409836065574,-0.0300756620428752,-0.0300756620428752,0.018,0.0999999999999999,0.13,0.0983954774644394,3,145.5,145.0,145.5,145.5,145.5,2.2,145.0,145.0,147.100507669272,141.76,0.5,0.5,-0.0238095238095238,-0.0238095238095238,-0.0238095238095238,-0.0238095238095238,1,1,0,0
Wright St Raiders vs. Milwaukee Panthers,Jan 01 02:00PM ET,2026-01-01 05:10:06 UTC,Milwaukee Panthers,3,5.5,7.449999999999999,6.5,0.4679574367889025,5.5,-0.0558520870206213,-0.0558520870206213,0.7,8.7,7.0,7.3,7.6,0.2862554887521989,187.0,187.0,0.3308028646262799,-0.0615969008424773,-0.0615969008424773,0.025,0.2099999999999999,0.26,0.241708112878118,2,149.5,148.0,149.0,149.5,149.5,2.8,147.0,149.0,149.58960522905,143.36,0.49222081404751,0.5077791859524899,-0.0315887097620138,-0.0160303378570338,-0.0315887097620138,-0.0160303378570338,1,1,0,0
North Dakota Fighting Hawks vs. Oral Roberts Golden Eagles,Jan 01 02:00PM ET,2026-01-01 05:10:06 UTC,Oral Roberts Golden Eagles,3,2.0,2.1,2.0,0.5,2.0,-0.0238095238095238,-0.0238095238095238,0.8,2.5,1.0,1.7,2.7,0.439901768743496,115.0,115.0,0.44362292051756,-0.0252145103262714,-0.0252145103262714,0.04,0.4,0.48,0.436180616969432,1,147.5,148.776261078927,148.0,147.5,147.5,3.8,147.0,151.0,150.552522157854,142.70999999999998,0.5085510713084638,0.4914489286915363,-0.01525845250106,-0.0323605951179875,-0.01525845250106,-0.0323605951179875,0,0,0,0
Northern Kentucky Norse vs. IUPUI Jaguars,Jan 01 02:00PM ET,2026-01-01 05:10:06 UTC,IUPUI Jaguars,3,13.5,14.75,14.0,0.4839657729027816,13.5,-0.0398437509067422,-0.0398437509067422,1.0,16.0,14.0,15.4,14.1,0.115352237483385,632.0,632.0,0.13070447496677,-0.021221836590689,-0.021221836590689,0.017,0.12,0.1,0.0871967919579408,3,176.75,176.19,176.5,176.75,176.75,4.0,182.0,176.0,172.224607672404,176.38,0.4849554499972073,0.5000013374412138,-0.0388540738123165,-0.02380818636831,-0.0388540738123165,-0.02380818636831,1,1,0,0
Fort Wayne Mastodons vs. Green Bay Phoenix,Jan 01 02:00PM ET,2026-01-01 05:10:06 UTC,Green Bay Phoenix,3,7.5,5.25,6.5,0.5320425632110974,7.5,0.0082330394015736,0.0082330394015736,1.8,4.5,6.0,8.1,4.3,0.2892726498546144,255.0,255.0,0.2685452997092288,0.0075266181085826,0.0075266181085826,0.059,0.3299999999999999,0.31,0.219089318486114,2,148.25,150.5,149.0,148.25,148.25,2.1,149.0,152.0,152.344616183867,148.24,0.5077821418769288,0.4766713132888295,-0.01374895860154,-0.0471382105206943,-0.01374895860154,-0.0471382105206943,0,0,0,0
Fort Wayne Mastodons vs. Green Bay Phoenix,Jan 01 02:00PM ET,2026-01-01 05:10:06 UTC,Fort Wayne Mastodons,3,-7.5,-5.25,-6.5,0.4679574367889025,-7.5,-0.0558520870206213,-0.0558520870206213,1.8,-4.5,-6.0,-8.1,-4.3,0.7107273501453857,-330.0,-330.0,0.7314547002907713,-0.0566830622954526,-0.0566830622954526,0.059,0.67,0.69,0.780910681513886,2,148.25,150.5,149.0,148.25,148.25,2.1,149.0,152.0,152.344616183867,148.24,0.5077821418769288,0.4766713132888295,-0.01374895860154,-0.0471382105206943,-0.01374895860154,-0.0471382105206943,0,0,0,0
Northern Kentucky Norse vs. IUPUI Jaguars,Jan 01 02:00PM ET,2026-01-01 05:10:06 UTC,Northern Kentucky Norse,3,-13.5,-14.75,-14.0,0.5160342270972185,-13.5,-0.0077752967123053,-0.0077752967123053,1.0,-16.0,-14.0,-15.4,-14.1,0.8846477625166149,-991.0,-991.0,0.8692955250332299,-0.0236855708167184,-0.0236855708167184,0.017,0.88,0.9,0.912803208042059,3,176.75,176.19,176.5,176.75,176.75,4.0,182.0,176.0,172.224607672404,176.38,0.4849554499972073,0.5000013374412138,-0.0388540738123165,-0.02380818636831,-0.0388540738123165,-0.02380818636831,1,1,0,0
Wright St Raiders vs. Milwaukee Panthers,Jan 01 02:00PM ET,2026-01-01 05:10:06 UTC,Wright St Raiders,3,-5.5,-7.449999999999999,-6.5,0.5320425632110974,-5.5,0.0071019456339003,0.0071019456339003,0.7,-8.7,-7.0,-7.3,-7.6,0.713744511247801,-237.0,-237.0,0.66919713537372,0.0100570661204962,0.0100570661204962,0.025,0.79,0.74,0.758291887121882,2,149.5,148.0,149.0,149.5,149.5,2.8,147.0,149.0,149.58960522905,143.36,0.49222081404751,0.5077791859524899,-0.0315887097620138,-0.0160303378570338,-0.0315887097620138,-0.0160303378570338,1,1,0,0
Lipscomb Bisons vs. Jacksonville Dolphins,Jan 01 02:00PM ET,2026-01-01 05:10:06 UTC,Lipscomb Bisons,2,-11.5,-14.2,-12.5,0.5336731946043589,-11.5,0.0031567626794762,0.0031567626794762,3.6,-14.6,-13.0,-13.8,-20.8,0.8762295081967213,-800.0,-800.0,0.8524590163934427,-0.0126593806921675,-0.0126593806921675,0.018,0.9,0.87,0.901604522535561,3,145.5,145.0,145.5,145.5,145.5,2.2,145.0,145.0,147.100507669272,141.76,0.5,0.5,-0.0238095238095238,-0.0238095238095238,-0.0238095238095238,-0.0238095238095238,1,1,0,0
Illinois St Redbirds vs. Evansville Purple Aces,Jan 01 03:00PM ET,2026-01-01 05:10:06 UTC,Illinois St Redbirds,2,-15.0,-18.65,-16.5,0.5504348160326231,-15.0,0.0266252922230992,0.0266252922230992,1.3,-20.1,-17.0,-18.6,-18.7,0.9188123032472906,-1448.0,-1448.0,0.8976246064945813,-0.0166043634193761,-0.0166043634193761,0.013,0.94,0.94,0.961697067914944,3,145.5,144.385,145.0,145.5,145.5,0.6,144.0,145.0,143.815797005079,144.76999999999998,0.4924770562779967,0.5075229437220032,-0.0313324675315271,-0.0162865800875205,-0.0313324675315271,-0.0162865800875205,1,1,0,1
UT-Arlington Mavericks vs. Cal Baptist Lancers,Jan 01 03:00PM ET,2026-01-01 05:10:06 UTC,UT-Arlington Mavericks,1,2.0,0.75,1.5,0.5173678180739623,2.0,-0.0064417057355615,-0.0064417057355615,1.3,1.9,1.0,-1.2,0.5,0.4658338480543545,112.0,112.0,0.4516676961087091,-0.0058642651531926,-0.0058642651531926,0.068,0.41,0.48,0.54645577055236,1,135.5,132.16,134.0,135.5,135.5,4.1,128.0,135.0,136.22478527438,129.32,0.4743624933886761,0.5256375066113239,-0.0494470304208477,0.0018279828018,-0.0494470304208477,0.0018279828018,1,0,0,0
Southern Illinois Salukis vs. Valparaiso Beacons,Jan 01 03:00PM ET,2026-01-01 05:10:06 UTC,Valparaiso Beacons,3,8.5,9.55,9.0,0.4839657729027816,8.5,-0.0398437509067422,-0.0398437509067422,1.2,7.7,9.0,10.1,10.4,0.2235341507748236,305.0,305.0,0.2370683015496472,-0.0234170687373715,-0.0234170687373715,0.026,0.2199999999999999,0.21,0.170778175936713,2,146.5,143.5,145.5,146.5,146.5,2.1,142.0,145.0,145.655696871522,141.32999999999998,0.4844445857059503,0.5155554142940497,-0.044967178999932,-0.0001830844952965,-0.044967178999932,-0.0001830844952965,0,1,0,1
Southern Illinois Salukis vs. Valparaiso Beacons,Jan 01 03:00PM ET,2026-01-01 05:10:06 UTC,Southern Illinois Salukis,3,-8.5,-9.55,-9.0,0.5160342270972185,-8.5,-0.0077752967123053,-0.0077752967123053,1.2,-7.7,-9.0,-10.1,-10.4,0.7764658492251764,-387.0,-387.0,0.7629316984503527,-0.0182709928800868,-0.0182709928800868,0.026,0.78,0.79,0.829221824063287,2,146.5,143.5,145.5,146.5,146.5,2.1,142.0,145.0,145.655696871522,141.32999999999998,0.4844445857059503,0.5155554142940497,-0.044967178999932,-0.0001830844952965,-0.044967178999932,-0.0001830844952965,0,1,0,1
Illinois St Redbirds vs. Evansville Purple Aces,Jan 01 03:00PM ET,2026-01-01 05:10:06 UTC,Evansville Purple Aces,2,15.0,18.65,16.5,0.4495651839673769,15.0,-0.0742443398421469,-0.0742443398421469,1.3,20.1,17.0,18.6,18.7,0.0811876967527094,837.0,837.0,0.1023753935054188,-0.025497936248713,-0.025497936248713,0.013,0.06,0.06,0.0383029320850562,3,145.5,144.385,145.0,145.5,145.5,0.6,144.0,145.0,143.815797005079,144.76999999999998,0.4924770562779967,0.5075229437220032,-0.0313324675315271,-0.0162865800875205,-0.0313324675315271,-0.0162865800875205,1,1,0,1
UT-Arlington Mavericks vs. Cal Baptist Lancers,Jan 01 03:00PM ET,2026-01-01 05:10:06 UTC,Cal Baptist Lancers,1,-2.0,-0.75,-1.5,0.4826321819260377,-2.0,-0.0411773418834861,-0.0411773418834861,1.3,-1.9,-1.0,1.2,-0.5,0.5341661519456455,-134.0,-134.0,0.548332303891291,-0.038483420703927,-0.038483420703927,0.068,0.59,0.52,0.45354422944764,1,135.5,132.16,134.0,135.5,135.5,4.1,128.0,135.0,136.22478527438,129.32,0.4743624933886761,0.5256375066113239,-0.0494470304208477,0.0018279828018,-0.0494470304208477,0.0018279828018,1,0,0,0
UNC Greensboro Spartans vs. Chattanooga Mocs,Jan 01 04:00PM ET,2026-01-01 05:10:06 UTC,UNC Greensboro Spartans,3,1.5,-0.4,0.5,0.5320425632110974,1.5,0.0082330394015736,0.0082330394015736,1.5,-2.0,1.0,-1.5,0.7,0.5149215384644392,102.0,102.0,0.4712041884816754,0.0198720335139441,0.0198720335139441,0.047,0.58,0.49,0.558638888447203,1,147.5,145.75724467861448,147.0,147.5,147.5,2.6,144.0,149.0,147.514489357229,143.86,0.4914489286915362,0.5085510713084638,-0.0323605951179876,-0.01525845250106,-0.0323605951179876,-0.01525845250106,0,1,0,0
Weber State Wildcats vs. Portland St Vikings,Jan 01 04:00PM ET,2026-01-01 05:10:06 UTC,Weber State Wildcats,3,-1.0,-1.75,-1.5,0.5160342270972185,-1.0,-0.0089063904799786,-0.0089063904799786,1.1,-2.1,-1.0,-1.4,-3.6,0.5349976804386906,-118.0,-118.0,0.5173641257162701,-0.0062867232310341,-0.0062867232310341,0.017,0.58,0.55,0.552631235161111,1,150.5,150.1375790531755,150.5,150.5,150.5,1.3,150.0,151.0,150.275158106351,147.9,0.5,0.5,-0.0238095238095238,-0.0238095238095238,-0.0238095238095238,-0.0238095238095238,0,1,0,0
Weber State Wildcats vs. Portland St Vikings,Jan 01 04:00PM ET,2026-01-01 05:10:06 UTC,Portland St Vikings,3,1.0,1.75,1.5,0.4839657729027816,1.0,-0.0341065162538449,-0.0341065162538449,1.1,2.1,1.0,1.4,3.6,0.4650023195613094,-102.0,-102.0,0.4826358742837298,-0.0399481754881955,-0.0399481754881955,0.017,0.42,0.45,0.447368764838889,1,150.5,150.1375790531755,150.5,150.5,150.5,1.3,150.0,151.0,150.275158106351,147.9,0.5,0.5,-0.0238095238095238,-0.0238095238095238,-0.0238095238095238,-0.0238095238095238,0,1,0,0
UNC Greensboro Spartans vs. Chattanooga Mocs,Jan 01 04:00PM ET,2026-01-01 05:10:06 UTC,Chattanooga Mocs,3,-1.5,0.4,-0.5,0.4679574367889025,-1.5,-0.0569831807882946,-0.0569831807882946,1.5,2.0,-1.0,1.5,-0.7,0.4850784615355608,-125.0,-125.0,0.5287958115183247,-0.0704770940199947,-0.0704770940199947,0.047,0.42,0.51,0.441361111552797,1,147.5,145.75724467861448,147.0,147.5,147.5,2.6,144.0,149.0,147.514489357229,143.86,0.4914489286915362,0.5085510713084638,-0.0323605951179876,-0.01525845250106,-0.0323605951179876,-0.01525845250106,0,1,0,0
Lindenwood Lions vs. Morehead St Eagles,Jan 01 04:30PM ET,2026-01-01 05:10:06 UTC,Lindenwood Lions,3,-7.5,-8.25,-8.0,0.5160342270972185,-7.5,-0.0077752967123053,-0.0077752967123053,1.4,-8.4,-8.0,-8.1,-11.0,0.751871025033613,-337.0,-337.0,0.7352024922118381,-0.0193708050317463,-0.0193708050317463,0.015,0.78,0.75,0.768539557855388,2,150.0,148.8900319522425,149.5,150.0,150.0,1.9,151.0,148.0,149.780063904485,146.74,0.4844431069004852,0.5000014788054651,-0.0393664169090386,-0.0238080450040587,-0.0393664169090386,-0.0238080450040587,1,1,0,0
Tenn-Martin Skyhawks vs. Western Illinois Leathernecks,Jan 01 04:30PM ET,2026-01-01 05:10:06 UTC,Tenn-Martin Skyhawks,2,-14.5,-12.95,-14.0,0.4831483753809493,-14.5,-0.0406611484285745,-0.0406611484285745,2.1,-12.2,-13.0,-12.9,-16.8,0.8884782608695652,-1200.0,-1200.0,0.8869565217391304,-0.0345986622073579,-0.0345986622073579,0.006,0.89,0.88,0.891497980736799,3,137.75,136.0,137.0,137.75,137.75,1.9,135.0,137.0,138.782168042032,134.62,0.4774391920548072,0.5075256171779651,-0.0406330971018192,-0.0196611440513493,-0.0406330971018192,-0.0196611440513493,0,0,0,0
SIU-Edwardsville Cougars vs. Southern Indiana Screaming Eagles,Jan 01 04:30PM ET,2026-01-01 05:10:06 UTC,Southern Indiana Screaming Eagles,2,10.0,9.3,9.5,0.5168516246190507,10.25,-0.0069578991904731,-0.0069578991904731,1.1,8.2,9.0,9.6,10.9,0.196199333703498,424.0,424.0,0.1823986674069961,0.0052902427944071,0.0052902427944071,0.015,0.2099999999999999,0.21,0.183292310441457,2,139.5,138.2967981777775,139.0,139.5,139.5,3.5,140.0,137.0,139.593596355555,132.3,0.49222081404751,0.5077791859524899,-0.0315887097620138,-0.0160303378570338,-0.0315887097620138,-0.0160303378570338,0,1,0,0
SIU-Edwardsville Cougars vs. Southern Indiana Screaming Eagles,Jan 01 04:30PM ET,2026-01-01 05:10:06 UTC,SIU-Edwardsville Cougars,2,-10.0,-9.3,-9.5,0.4831483753809493,-10.25,-0.0406611484285745,-0.0406611484285745,1.1,-8.2,-9.0,-9.6,-10.9,0.803800666296502,-593.0,-593.0,0.8176013325930039,-0.0519486072609907,-0.0519486072609907,0.015,0.79,0.79,0.816707689558543,2,139.5,138.2967981777775,139.0,139.5,139.5,3.5,140.0,137.0,139.593596355555,132.3,0.49222081404751,0.5077791859524899,-0.0315887097620138,-0.0160303378570338,-0.0315887097620138,-0.0160303378570338,0,1,0,0
Tenn-Martin Skyhawks vs. Western Illinois Leathernecks,Jan 01 04:30PM ET,2026-01-01 05:10:06 UTC,Western Illinois Leathernecks,2,14.5,12.95,14.0,0.5168516246190507,14.5,-0.0069578991904731,-0.0069578991904731,2.1,12.2,13.0,12.9,16.8,0.1115217391304347,750.0,750.0,0.1130434782608695,-0.0061253196930946,-0.0061253196930946,0.006,0.1099999999999999,0.12,0.108502019263201,3,137.75,136.0,137.0,137.75,137.75,1.9,135.0,137.0,138.782168042032,134.62,0.4774391920548072,0.5075256171779651,-0.0406330971018192,-0.0196611440513493,-0.0406330971018192,-0.0196611440513493,0,0,0,0
Lindenwood Lions vs. Morehead St Eagles,Jan 01 04:30PM ET,2026-01-01 05:10:06 UTC,Morehead St Eagles,3,7.5,8.25,8.0,0.4839657729027816,7.5,-0.0398437509067422,-0.0398437509067422,1.4,8.4,8.0,8.1,11.0,0.248128974966387,260.0,260.0,0.264797507788162,-0.0296488028113907,-0.0296488028113907,0.015,0.2199999999999999,0.25,0.231460442144612,2,150.0,148.8900319522425,149.5,150.0,150.0,1.9,151.0,148.0,149.780063904485,146.74,0.4844431069004852,0.5000014788054651,-0.0393664169090386,-0.0238080450040587,-0.0393664169090386,-0.0238080450040587,1,1,0,0
UC Davis Aggies vs. CSU Northridge Matadors,Jan 01 05:00PM ET,2026-01-01 05:10:06 UTC,UC Davis Aggies,3,-4.0,-5.6,-4.5,0.5160342270972185,-4.0,-0.0077752967123053,-0.0077752967123053,0.8,-4.9,-5.0,-6.2,-6.4,0.6393645484949833,-180.0,-185.0,0.6187290969899665,-0.0097582585225606,-0.0046379647749511,0.033,0.66,0.65,0.711751662878367,2,161.5,166.45,163.5,161.5,161.5,2.5,169.0,165.0,163.56855004496,167.9,0.5310871879321442,0.4689128120678558,0.0072776641226203,-0.054896711741668,0.0072776641226203,-0.054896711741668,1,1,1,0
UL Monroe Warhawks vs. Southern Miss Golden Eagles,Jan 01 05:00PM ET,2026-01-01 05:10:06 UTC,Southern Miss Golden Eagles,3,-7.5,-9.95,-8.5,0.5320425632110974,-7.5,0.0082330394015736,0.0082330394015736,5.1,-17.4,-10.0,-5.0,-9.9,0.770516966742289,-365.0,-342.0,0.7410339334845779,-0.0034293934109677,-0.009754245342628,0.12,0.92,0.8,0.679063032718674,2,154.5,154.890376510258,154.5,154.5,154.5,0.6,155.0,156.0,154.780753020516,154.51,0.5,0.5,-0.0238095238095238,-0.0238095238095238,-0.0238095238095238,-0.0238095238095238,0,0,1,0
UL Monroe Warhawks vs. Southern Miss Golden Eagles,Jan 01 05:00PM ET,2026-01-01 05:10:06 UTC,UL Monroe Warhawks,3,7.5,9.95,8.5,0.4679574367889025,7.5,-0.0558520870206213,-0.0558520870206213,5.1,17.4,10.0,5.0,9.9,0.229483033257711,283.0,270.0,0.2589660665154221,-0.0409848029995988,-0.0361433343228237,0.12,0.0799999999999999,0.2,0.320936967281326,2,154.5,154.890376510258,154.5,154.5,154.5,0.6,155.0,156.0,154.780753020516,154.51,0.5,0.5,-0.0238095238095238,-0.0238095238095238,-0.0238095238095238,-0.0238095238095238,0,0,1,0
CSU Bakersfield Roadrunners vs. UC Irvine Anteaters,Jan 01 05:00PM ET,2026-01-01 05:10:06 UTC,CSU Bakersfield Roadrunners,2,10.0,7.75,9.0,0.5336731946043589,10.0,0.009863670794835,0.009863670794835,2.1,7.5,8.0,6.4,11.3,0.2107446808510638,399.0,399.0,0.1914893617021276,0.0102434277182317,0.0102434277182317,0.026,0.2299999999999999,0.23,0.274187272721285,2,142.0,141.285,141.5,142.0,142.0,2.2,142.0,140.0,144.894023090399,140.57,0.4844431069004852,0.5000014788054651,-0.0393664169090386,-0.0238080450040587,-0.0393664169090386,-0.0238080450040587,0,1,0,0
CSU Bakersfield Roadrunners vs. UC Irvine Anteaters,Jan 01 05:00PM ET,2026-01-01 05:10:06 UTC,UC Irvine Anteaters,2,-10.0,-7.75,-9.0,0.4663268053956411,-10.0,-0.0563462256306118,-0.0563462256306118,2.1,-7.5,-8.0,-6.4,-11.3,0.7892553191489362,-552.0,-552.0,0.8085106382978723,-0.0573055274119103,-0.0573055274119103,0.026,0.77,0.77,0.725812727278715,2,142.0,141.285,141.5,142.0,142.0,2.2,142.0,140.0,144.894023090399,140.57,0.4844431069004852,0.5000014788054651,-0.0393664169090386,-0.0238080450040587,-0.0393664169090386,-0.0238080450040587,0,1,0,0
