Home Team,Away Team,Team,Game Date,spread_kenpom,win_prob_kenpom,projected_total_kenpom
Rider,Bucknell,Rider,20251209,1,0.49,139
North Carolina A&T,Howard,Howard,20251209,4,0.37,148
North Carolina A&T,Howard,North Carolina A&T,20251209,-4,0.63,148
Ball St.,South Dakota St.,South Dakota St.,20251209,-5,0.69,139
Ball St.,South Dakota St.,Ball St.,20251209,5,0.31,139
San Jose St.,Long Beach St.,Long Beach St.,20251209,7,0.27,141
San Jose St.,Long Beach St.,San Jose St.,20251209,-7,0.73,141
San Diego,USC,USC,20251209,-17,0.94,159
San Diego,USC,San Diego,20251209,17,0.06,159
Wyoming,South Dakota,South Dakota,20251209,15,0.09,157
Wyoming,South Dakota,Wyoming,20251209,-15,0.91,157
Providence,Brown,Brown,20251209,17,0.06,147
Providence,Brown,Providence,20251209,-17,0.94,147
Arizona St.,Northern Arizona,Northern Arizona,20251209,16,0.07,152
Arizona St.,Northern Arizona,Arizona St.,20251209,-16,0.93,152
Colorado St.,Dartmouth,Dartmouth,20251209,18,0.05,158
Colorado St.,Dartmouth,Colorado St.,20251209,-18,0.95,158
West Virginia,Little Rock,Little Rock,20251209,20,0.04,132
West Virginia,Little Rock,West Virginia,20251209,-20,0.96,132
DePaul,Morgan St.,Morgan St.,20251209,20,0.04,150
DePaul,Morgan St.,DePaul,20251209,-20,0.96,150
Saint Joseph's,Coppin St.,Coppin St.,20251209,20,0.04,144
Saint Joseph's,Coppin St.,Saint Joseph's,20251209,-20,0.96,144
Kentucky,North Carolina Central,North Carolina Central,20251209,31,0.0020000000000000282,143
Kentucky,North Carolina Central,Kentucky,20251209,-31,0.998,143
Virginia,Maryland Eastern Shore,Maryland Eastern Shore,20251209,27,0.01,133
Virginia,Maryland Eastern Shore,Virginia,20251209,-27,0.99,133
Nebraska,Wisconsin,Wisconsin,20251210,1,0.47,159
Nebraska,Wisconsin,Nebraska,20251210,-1,0.53,159
VCU,New Mexico,New Mexico,20251210,9,0.21,151
VCU,New Mexico,VCU,20251210,-9,0.79,151
Marshall,Western Kentucky,Western Kentucky,20251210,1,0.5,161
Marshall,Western Kentucky,Marshall,20251210,-1,0.5,161
N.C. State,Liberty,Liberty,20251210,10,0.17,158
N.C. State,Liberty,N.C. State,20251210,-10,0.83,158
Massachusetts,Boston College,Boston College,20251210,-2,0.55,138
Massachusetts,Boston College,Massachusetts,20251210,2,0.45,138
UNC Asheville,Miami OH,Miami OH,20251210,-4,0.63,154
UNC Asheville,Miami OH,UNC Asheville,20251210,4,0.37,154
CSUN,Fresno St.,Fresno St.,20251210,-2,0.58,154
CSUN,Fresno St.,CSUN,20251210,2,0.42,154
Purdue Fort Wayne,Eastern Michigan,Eastern Michigan,20251210,-1,0.52,149
Purdue Fort Wayne,Eastern Michigan,Purdue Fort Wayne,20251210,1,0.48,149
Texas St.,Southern,Southern,20251210,1,0.46,141
Texas St.,Southern,Texas St.,20251210,-1,0.54,141
Eastern Illinois,Eastern Kentucky,Eastern Kentucky,20251210,-2,0.58,150
Eastern Illinois,Eastern Kentucky,Eastern Illinois,20251210,2,0.42,150
Princeton,Merrimack,Merrimack,20251210,3,0.39,135
Princeton,Merrimack,Princeton,20251210,-3,0.61,135
St. Bonaventure,Colgate,Colgate,20251210,8,0.21,142
St. Bonaventure,Colgate,St. Bonaventure,20251210,-8,0.79,142
Boise St.,Duquesne,Duquesne,20251210,13,0.12,147
Boise St.,Duquesne,Boise St.,20251210,-13,0.88,147
Southern Illinois,Tennessee Martin,Tennessee Martin,20251210,8,0.23,144
Southern Illinois,Tennessee Martin,Southern Illinois,20251210,-8,0.77,144
NJIT,New Haven,New Haven,20251210,1,0.47,131
NJIT,New Haven,NJIT,20251210,-1,0.53,131
Purdue,Minnesota,Minnesota,20251210,19,0.05,141
Purdue,Minnesota,Purdue,20251210,-19,0.95,141
Utah Valley,Idaho St.,Idaho St.,20251210,11,0.15,141
Utah Valley,Idaho St.,Utah Valley,20251210,-11,0.85,141
South Florida,Charleston,Charleston,20251210,12,0.14,154
South Florida,Charleston,South Florida,20251210,-12,0.86,154
Kansas City,Weber St.,Weber St.,20251210,-6,0.72,150
Kansas City,Weber St.,Kansas City,20251210,6,0.28,150
Boston University,Maine,Maine,20251210,6,0.28,132
Boston University,Maine,Boston University,20251210,-6,0.72,132
Notre Dame,Idaho,Idaho,20251210,13,0.11,145
Notre Dame,Idaho,Notre Dame,20251210,-13,0.89,145
Iona,Bryant,Bryant,20251210,11,0.17,147
Iona,Bryant,Iona,20251210,-11,0.83,147
Fordham,Fairleigh Dickinson,Fairleigh Dickinson,20251210,12,0.14,146
Fordham,Fairleigh Dickinson,Fordham,20251210,-12,0.86,146
San Diego St.,Lamar,Lamar,20251210,19,0.05,137
San Diego St.,Lamar,San Diego St.,20251210,-19,0.95,137
Baylor,Norfolk St.,Norfolk St.,20251210,20,0.03,146
Baylor,Norfolk St.,Baylor,20251210,-20,0.97,146
George Washington,Delaware,Delaware,20251210,19,0.04,159
George Washington,Delaware,George Washington,20251210,-19,0.96,159
Yale,Albany,Albany,20251210,17,0.06,151
Yale,Albany,Yale,20251210,-17,0.94,151
Tulsa,Arkansas Pine Bluff,Arkansas Pine Bluff,20251210,24,0.02,156
Tulsa,Arkansas Pine Bluff,Tulsa,20251210,-24,0.98,156
Houston,Jackson St.,Jackson St.,20251210,30,0.0040000000000000565,132
Houston,Jackson St.,Houston,20251210,-30,0.996,132
Iowa St.,Iowa,Iowa,20251211,13,0.12,143
Iowa St.,Iowa,Iowa St.,20251211,-13,0.88,143
UT Rio Grande Valley,UT Arlington,UT Arlington,20251211,3,0.4,143
UT Rio Grande Valley,UT Arlington,UT Rio Grande Valley,20251211,-3,0.6,143
IU Indy,Green Bay,Green Bay,20251211,-3,0.6,167
IU Indy,Green Bay,IU Indy,20251211,3,0.4,167
Cal St. Bakersfield,North Dakota St.,North Dakota St.,20251211,-5,0.67,147
Cal St. Bakersfield,North Dakota St.,Cal St. Bakersfield,20251211,5,0.33,147
East Carolina,Appalachian St.,Appalachian St.,20251211,6,0.32,136
East Carolina,Appalachian St.,East Carolina,20251211,-6,0.68,136
Syracuse,Saint Joseph's,Saint Joseph's,20251211,14,0.1,144
Syracuse,Saint Joseph's,Syracuse,20251211,-14,0.9,144
Virginia Tech,Western Carolina,Western Carolina,20251211,19,0.04,151
Virginia Tech,Western Carolina,Virginia Tech,20251211,-19,0.96,151
Missouri,Alabama St.,Alabama St.,20251211,22,0.03,156
Missouri,Alabama St.,Missouri,20251211,-22,0.97,156
Connecticut,Texas,Texas,20251212,13,0.11,149
Connecticut,Texas,Connecticut,20251212,-13,0.89,149
Austin Peay,East Tennessee St.,East Tennessee St.,20251212,-3,0.62,141
Austin Peay,East Tennessee St.,Austin Peay,20251212,3,0.38,141
Eastern Washington,Cal Baptist,Cal Baptist,20251212,-5,0.66,153
Eastern Washington,Cal Baptist,Eastern Washington,20251212,5,0.34,153
North Carolina A&T,Maryland Eastern Shore,Maryland Eastern Shore,20251212,5,0.3,131
North Carolina A&T,Maryland Eastern Shore,North Carolina A&T,20251212,-5,0.7,131
UMBC,Army,Army,20251212,7,0.24,147
UMBC,Army,UMBC,20251212,-7,0.76,147
Xavier,Missouri St.,Missouri St.,20251212,16,0.08,146
Xavier,Missouri St.,Xavier,20251212,-16,0.92,146
McNeese,East Texas A&M,East Texas A&M,20251212,18,0.06,140
McNeese,East Texas A&M,McNeese,20251212,-18,0.94,140
Queens,South Carolina St.,South Carolina St.,20251212,16,0.07,156
Queens,South Carolina St.,Queens,20251212,-16,0.93,156
Alabama,Arizona,Arizona,20251213,-1,0.52,173
Alabama,Arizona,Alabama,20251213,1,0.48,173
N.C. State,Kansas,Kansas,20251213,1,0.46,151
N.C. State,Kansas,N.C. State,20251213,-1,0.54,151
Texas Tech,Arkansas,Arkansas,20251213,1,0.45,151
Texas Tech,Arkansas,Texas Tech,20251213,-1,0.55,151
Kentucky,Indiana,Indiana,20251213,4,0.36,152
Kentucky,Indiana,Kentucky,20251213,-4,0.64,152
LSU,SMU,SMU,20251213,2,0.44,156
LSU,SMU,LSU,20251213,-2,0.56,156
Oklahoma,Oklahoma St.,Oklahoma St.,20251213,-1,0.52,167
Oklahoma,Oklahoma St.,Oklahoma,20251213,1,0.48,167
Illinois,Nebraska,Nebraska,20251213,8,0.23,154
Illinois,Nebraska,Illinois,20251213,-8,0.77,154
Arizona St.,Santa Clara,Santa Clara,20251213,-1,0.51,157
Arizona St.,Santa Clara,Arizona St.,20251213,1,0.49,157
Ohio St.,West Virginia,West Virginia,20251213,4,0.35,142
Ohio St.,West Virginia,Ohio St.,20251213,-4,0.65,142
Gonzaga,UCLA,UCLA,20251213,10,0.17,148
Gonzaga,UCLA,Gonzaga,20251213,-10,0.83,148
Butler,Providence,Providence,20251213,6,0.31,168
Butler,Providence,Butler,20251213,-6,0.69,168
Creighton,Kansas St.,Kansas St.,20251213,5,0.33,157
Creighton,Kansas St.,Creighton,20251213,-5,0.67,157
Utah,Mississippi St.,Mississippi St.,20251213,-2,0.57,154
Utah,Mississippi St.,Utah,20251213,2,0.43,154
Georgia,Cincinnati,Cincinnati,20251213,9,0.2,153
Georgia,Cincinnati,Georgia,20251213,-9,0.8,153
Murray St.,Akron,Akron,20251213,-7,0.74,173
Murray St.,Akron,Murray St.,20251213,7,0.26,173
Florida,George Washington,George Washington,20251213,12,0.14,164
Florida,George Washington,Florida,20251213,-12,0.86,164
Penn St.,Michigan St.,Michigan St.,20251213,-11,0.83,145
Penn St.,Michigan St.,Penn St.,20251213,11,0.17,145
Tulsa,New Mexico St.,New Mexico St.,20251213,5,0.33,149
Tulsa,New Mexico St.,Tulsa,20251213,-5,0.67,149
Richmond,Southern Illinois,Southern Illinois,20251213,5,0.34,153
Richmond,Southern Illinois,Richmond,20251213,-5,0.66,153
Louisville,Memphis,Memphis,20251213,13,0.12,159
Louisville,Memphis,Louisville,20251213,-13,0.88,159
Utah St.,Illinois St.,Illinois St.,20251213,9,0.19,147
Utah St.,Illinois St.,Utah St.,20251213,-9,0.81,147
Maryland,Michigan,Michigan,20251213,-18,0.95,150
Maryland,Michigan,Maryland,20251213,18,0.05,150
San Jose St.,Stanford,Stanford,20251213,-5,0.67,145
San Jose St.,Stanford,San Jose St.,20251213,5,0.33,145
Utah Valley,UC Santa Barbara,UC Santa Barbara,20251213,7,0.27,153
Utah Valley,UC Santa Barbara,Utah Valley,20251213,-7,0.73,153
Marshall,Wright St.,Wright St.,20251213,3,0.42,147
Marshall,Wright St.,Marshall,20251213,-3,0.58,147
Wichita St.,DePaul,DePaul,20251213,6,0.28,142
Wichita St.,DePaul,Wichita St.,20251213,-6,0.72,142
Robert Morris,Toledo,Toledo,20251213,1,0.46,153
Robert Morris,Toledo,Robert Morris,20251213,-1,0.54,153
Saint Louis,San Francisco,San Francisco,20251213,11,0.17,149
Saint Louis,San Francisco,Saint Louis,20251213,-11,0.83,149
Valparaiso,UNC Wilmington,UNC Wilmington,20251213,-4,0.63,136
Valparaiso,UNC Wilmington,Valparaiso,20251213,4,0.37,136
Syracuse,Hofstra,Hofstra,20251213,9,0.22,141
Syracuse,Hofstra,Syracuse,20251213,-9,0.78,141
Rice,Arkansas St.,Arkansas St.,20251213,-2,0.56,152
Rice,Arkansas St.,Rice,20251213,2,0.44,152
UNC Asheville,St. Thomas,St. Thomas,20251213,1,0.49,147
UNC Asheville,St. Thomas,UNC Asheville,20251213,-1,0.51,147
Florida St.,Massachusetts,Massachusetts,20251213,7,0.25,157
Florida St.,Massachusetts,Florida St.,20251213,-7,0.75,157
Drake,North Dakota St.,North Dakota St.,20251213,6,0.31,140
Drake,North Dakota St.,Drake,20251213,-6,0.69,140
Oregon St.,Montana St.,Montana St.,20251213,3,0.41,139
Oregon St.,Montana St.,Oregon St.,20251213,-3,0.59,139
Northern Iowa,Oakland,Oakland,20251213,7,0.25,147
Northern Iowa,Oakland,Northern Iowa,20251213,-7,0.75,147
Tulane,UC San Diego,UC San Diego,20251213,-7,0.74,155
Tulane,UC San Diego,Tulane,20251213,7,0.26,155
Villanova,Pittsburgh,Pittsburgh,20251213,11,0.16,139
Villanova,Pittsburgh,Villanova,20251213,-11,0.84,139
Ohio,St. Bonaventure,St. Bonaventure,20251213,-7,0.73,151
Ohio,St. Bonaventure,Ohio,20251213,7,0.27,151
Bellarmine,Northern Kentucky,Northern Kentucky,20251213,-2,0.58,152
Bellarmine,Northern Kentucky,Bellarmine,20251213,2,0.42,152
Eastern Kentucky,Miami OH,Miami OH,20251213,-6,0.72,162
Eastern Kentucky,Miami OH,Eastern Kentucky,20251213,6,0.28,162
Nevada,Duquesne,Duquesne,20251213,9,0.19,153
Nevada,Duquesne,Nevada,20251213,-9,0.81,153
Delaware,CSUN,CSUN,20251213,3,0.39,153
Delaware,CSUN,Delaware,20251213,-3,0.61,153
West Georgia,Georgia Southern,Georgia Southern,20251213,-1,0.57,155
West Georgia,Georgia Southern,West Georgia,20251213,1,0.43,155
Seton Hall,Rutgers,Rutgers,20251213,10,0.16,132
Seton Hall,Rutgers,Seton Hall,20251213,-10,0.84,132
San Diego,Northern Arizona,Northern Arizona,20251213,3,0.42,149
San Diego,Northern Arizona,San Diego,20251213,-3,0.58,149
Denver,Cal St. Fullerton,Cal St. Fullerton,20251213,4,0.38,170
Denver,Cal St. Fullerton,Denver,20251213,-4,0.62,170
LIU,La Salle,La Salle,20251213,3,0.39,141
LIU,La Salle,LIU,20251213,-3,0.61,141
Howard,Hampton,Hampton,20251213,-3,0.61,143
Howard,Hampton,Howard,20251213,3,0.39,143
Loyola MD,Mount St. Mary's,Mount St. Mary's,20251213,-1,0.51,149
Loyola MD,Mount St. Mary's,Loyola MD,20251213,1,0.49,149
Dartmouth,Boston University,Boston University,20251213,4,0.37,152
Dartmouth,Boston University,Dartmouth,20251213,-4,0.63,152
Purdue,Marquette,Marquette,20251213,18,0.04,152
Purdue,Marquette,Purdue,20251213,-18,0.96,152
Cal St. Bakersfield,Pepperdine,Pepperdine,20251213,2,0.42,144
Cal St. Bakersfield,Pepperdine,Cal St. Bakersfield,20251213,-2,0.58,144
Oregon,UC Davis,UC Davis,20251213,10,0.18,144
Oregon,UC Davis,Oregon,20251213,-10,0.82,144
Houston Christian,Southeastern Louisiana,Southeastern Louisiana,20251213,3,0.39,135
Houston Christian,Southeastern Louisiana,Houston Christian,20251213,-3,0.61,135
South Dakota,Prairie View A&M,Prairie View A&M,20251213,4,0.34,160
South Dakota,Prairie View A&M,South Dakota,20251213,-4,0.66,160
NJIT,Sacred Heart,Sacred Heart,20251213,-4,0.63,150
NJIT,Sacred Heart,NJIT,20251213,4,0.37,150
Morgan St.,Niagara,Niagara,20251213,1,0.48,141
Morgan St.,Niagara,Morgan St.,20251213,-1,0.52,141
Bryant,Marist,Marist,20251213,-6,0.68,124
Bryant,Marist,Bryant,20251213,6,0.32,124
Mississippi,Southern Miss,Southern Miss,20251213,13,0.13,143
Mississippi,Southern Miss,Mississippi,20251213,-13,0.87,143
Georgia St.,Jacksonville St.,Jacksonville St.,20251213,-4,0.65,132
Georgia St.,Jacksonville St.,Georgia St.,20251213,4,0.35,132
UNLV,Tennessee St.,Tennessee St.,20251213,9,0.19,161
UNLV,Tennessee St.,UNLV,20251213,-9,0.81,161
Fordham,Manhattan,Manhattan,20251213,7,0.27,147
Fordham,Manhattan,Fordham,20251213,-7,0.73,147
Binghamton,Central Connecticut,Central Connecticut,20251213,-5,0.69,135
Binghamton,Central Connecticut,Binghamton,20251213,5,0.31,135
North Dakota,Western Illinois,Western Illinois,20251213,7,0.29,143
North Dakota,Western Illinois,North Dakota,20251213,-7,0.71,143
Stony Brook,Central Michigan,Central Michigan,20251213,9,0.23,145
Stony Brook,Central Michigan,Stony Brook,20251213,-9,0.77,145
Belmont,Illinois Chicago,Illinois Chicago,20251213,13,0.11,149
Belmont,Illinois Chicago,Belmont,20251213,-13,0.89,149
Hawaii,UTEP,UTEP,20251213,11,0.14,133
Hawaii,UTEP,Hawaii,20251213,-11,0.86,133
Auburn,Chattanooga,Chattanooga,20251213,17,0.06,151
Auburn,Chattanooga,Auburn,20251213,-17,0.94,151
Grand Canyon,Coastal Carolina,Coastal Carolina,20251213,12,0.13,140
Grand Canyon,Coastal Carolina,Grand Canyon,20251213,-12,0.87,140
Maine,Canisius,Canisius,20251213,7,0.27,123
Maine,Canisius,Maine,20251213,-7,0.73,123
Clemson,Mercer,Mercer,20251213,19,0.04,151
Clemson,Mercer,Clemson,20251213,-19,0.96,151
Longwood,Delaware St.,Delaware St.,20251213,10,0.2,142
Longwood,Delaware St.,Longwood,20251213,-10,0.8,142
Quinnipiac,UMass Lowell,UMass Lowell,20251213,12,0.14,156
Quinnipiac,UMass Lowell,Quinnipiac,20251213,-12,0.86,156
Elon,Northern Illinois,Northern Illinois,20251213,11,0.15,157
Elon,Northern Illinois,Elon,20251213,-11,0.85,157
George Mason,Old Dominion,Old Dominion,20251213,15,0.08,143
George Mason,Old Dominion,George Mason,20251213,-15,0.92,143
St. John's,Iona,Iona,20251213,22,0.02,160
St. John's,Iona,St. John's,20251213,-22,0.98,160
Louisiana Tech,Louisiana,Louisiana,20251213,10,0.17,124
Louisiana Tech,Louisiana,Louisiana Tech,20251213,-10,0.83,124
Davidson,Mercyhurst,Mercyhurst,20251213,14,0.1,134
Davidson,Mercyhurst,Davidson,20251213,-14,0.9,134
Houston,New Orleans,New Orleans,20251213,24,0.01,142
Houston,New Orleans,Houston,20251213,-24,0.99,142
Florida Atlantic,Albany,Albany,20251213,15,0.08,151
Florida Atlantic,Albany,Florida Atlantic,20251213,-15,0.92,151
Georgetown,Saint Peter's,Saint Peter's,20251213,17,0.07,141
Georgetown,Saint Peter's,Georgetown,20251213,-17,0.93,141
Notre Dame,Evansville,Evansville,20251213,18,0.05,140
Notre Dame,Evansville,Notre Dame,20251213,-18,0.95,140
Colorado,UTSA,UTSA,20251213,19,0.04,153
Colorado,UTSA,Colorado,20251213,-19,0.96,153
Vanderbilt,Central Arkansas,Central Arkansas,20251213,30,0.0040000000000000565,156
Vanderbilt,Central Arkansas,Vanderbilt,20251213,-30,0.996,156
North Carolina,USC Upstate,USC Upstate,20251213,24,0.01,148
North Carolina,USC Upstate,North Carolina,20251213,-24,0.99,148
California,Northwestern St.,Northwestern St.,20251213,19,0.04,149
California,Northwestern St.,California,20251213,-19,0.96,149
BYU,UC Riverside,UC Riverside,20251213,28,0.01,152
BYU,UC Riverside,BYU,20251213,-28,0.99,152
Northwestern,Jackson St.,Jackson St.,20251213,21,0.03,143
Northwestern,Jackson St.,Northwestern,20251213,-21,0.97,143
Washington,Southern Utah,Southern Utah,20251213,23,0.02,149
Washington,Southern Utah,Washington,20251213,-23,0.98,149
Dayton,North Florida,North Florida,20251213,24,0.01,158
Dayton,North Florida,Dayton,20251213,-24,0.99,158
Miami FL,Louisiana Monroe,Louisiana Monroe,20251213,31,0.0020000000000000282,153
Miami FL,Louisiana Monroe,Miami FL,20251213,-31,0.998,153
South Carolina,The Citadel,The Citadel,20251213,24,0.01,144
South Carolina,The Citadel,South Carolina,20251213,-24,0.99,144
Boise St.,Saint Mary's,Saint Mary's,20251214,-1,0.51,137
Boise St.,Saint Mary's,Boise St.,20251214,1,0.49,137
South Alabama,North Texas,North Texas,20251214,1,0.5,133
South Alabama,North Texas,South Alabama,20251214,-1,0.5,133
Milwaukee,Indiana St.,Indiana St.,20251214,1,0.46,153
Milwaukee,Indiana St.,Milwaukee,20251214,-1,0.54,153
UAB,Troy,Troy,20251214,8,0.25,148
UAB,Troy,UAB,20251214,-8,0.75,148
Portland,Kent St.,Kent St.,20251214,-6,0.71,164
Portland,Kent St.,Portland,20251214,6,0.29,164
Charleston,Charlotte,Charlotte,20251214,4,0.37,140
Charleston,Charlotte,Charleston,20251214,-4,0.63,140
East Carolina,Buffalo,Buffalo,20251214,-2,0.54,148
East Carolina,Buffalo,East Carolina,20251214,2,0.46,148
Fairfield,Monmouth,Monmouth,20251214,-3,0.58,147
Fairfield,Monmouth,Fairfield,20251214,3,0.42,147
Vermont,Merrimack,Merrimack,20251214,5,0.3,141
Vermont,Merrimack,Vermont,20251214,-5,0.7,141
Purdue Fort Wayne,Detroit Mercy,Detroit Mercy,20251214,7,0.28,155
Purdue Fort Wayne,Detroit Mercy,Purdue Fort Wayne,20251214,-7,0.72,155
New Mexico,Florida Gulf Coast,Florida Gulf Coast,20251214,13,0.12,157
New Mexico,Florida Gulf Coast,New Mexico,20251214,-13,0.88,157
High Point,Appalachian St.,Appalachian St.,20251214,12,0.14,146
High Point,Appalachian St.,High Point,20251214,-12,0.86,146
Campbell,Ball St.,Ball St.,20251214,9,0.21,143
Campbell,Ball St.,Campbell,20251214,-9,0.79,143
USC,Washington St.,Washington St.,20251214,17,0.06,161
USC,Washington St.,USC,20251214,-17,0.94,161
Wake Forest,Queens,Queens,20251214,17,0.06,161
Wake Forest,Queens,Wake Forest,20251214,-17,0.94,161
Loyola Chicago,Chicago St.,Chicago St.,20251214,11,0.17,145
Loyola Chicago,Chicago St.,Loyola Chicago,20251214,-11,0.83,145
Missouri,Bethune Cookman,Bethune Cookman,20251214,18,0.06,150
Missouri,Bethune Cookman,Missouri,20251214,-18,0.94,150
Minnesota,Texas Southern,Texas Southern,20251214,16,0.08,142
Minnesota,Texas Southern,Minnesota,20251214,-16,0.92,142
Iowa,Western Michigan,Western Michigan,20251214,22,0.02,144
Iowa,Western Michigan,Iowa,20251214,-22,0.98,144
Texas A&M,Jacksonville,Jacksonville,20251214,20,0.03,146
Texas A&M,Jacksonville,Texas A&M,20251214,-20,0.97,146
Radford,Coppin St.,Coppin St.,20251214,16,0.07,152
Radford,Coppin St.,Radford,20251214,-16,0.93,152
Temple,Saint Francis,Saint Francis,20251214,17,0.06,151
Temple,Saint Francis,Temple,20251214,-17,0.94,151
Virginia Tech,Maryland Eastern Shore,Maryland Eastern Shore,20251214,23,0.02,137
Virginia Tech,Maryland Eastern Shore,Virginia Tech,20251214,-23,0.98,137
Iowa St.,Eastern Illinois,Eastern Illinois,20251214,37,0.0004000000000000625,141
Iowa St.,Eastern Illinois,Iowa St.,20251214,-37,0.9995999999999999,141
South Dakota St.,Wyoming,Wyoming,20251215,-4,0.67,148
South Dakota St.,Wyoming,South Dakota St.,20251215,4,0.33,148
Alabama A&M,North Alabama,North Alabama,20251215,-1,0.51,137
Alabama A&M,North Alabama,Alabama A&M,20251215,1,0.49,137
Southeastern Louisiana,East Texas A&M,East Texas A&M,20251215,4,0.37,138
Southeastern Louisiana,East Texas A&M,Southeastern Louisiana,20251215,-4,0.63,138
Houston Christian,McNeese,McNeese,20251215,-11,0.85,139
Houston Christian,McNeese,Houston Christian,20251215,11,0.15,139
Gardner Webb,Wofford,Wofford,20251215,-8,0.76,154
Gardner Webb,Wofford,Gardner Webb,20251215,8,0.24,154
TCU,Incarnate Word,Incarnate Word,20251215,17,0.07,145
TCU,Incarnate Word,TCU,20251215,-17,0.93,145
VCU,Niagara,Niagara,20251215,29,0.01,141
VCU,Niagara,VCU,20251215,-29,0.99,141
Tennessee,Louisville,Louisville,20251216,1,0.49,159
Tennessee,Louisville,Tennessee,20251216,-1,0.51,159
Loyola Marymount,UC San Diego,UC San Diego,20251216,-1,0.57,145
Loyola Marymount,UC San Diego,Loyola Marymount,20251216,1,0.43,145
Connecticut,Butler,Butler,20251216,13,0.12,149
Connecticut,Butler,Connecticut,20251216,-13,0.88,149
Wright St.,Miami OH,Miami OH,20251216,1,0.47,151
Wright St.,Miami OH,Wright St.,20251216,-1,0.53,151
Dayton,Florida St.,Florida St.,20251216,8,0.24,158
Dayton,Florida St.,Dayton,20251216,-8,0.76,158
Clemson,South Carolina,South Carolina,20251216,11,0.17,141
Clemson,South Carolina,Clemson,20251216,-11,0.83,141
Georgia Tech,Marist,Marist,20251216,5,0.35,131
Georgia Tech,Marist,Georgia Tech,20251216,-5,0.65,131
Cal Poly,Montana St.,Montana St.,20251216,-1,0.53,155
Cal Poly,Montana St.,Cal Poly,20251216,1,0.47,155
Lamar,UT Rio Grande Valley,UT Rio Grande Valley,20251216,1,0.45,135
Lamar,UT Rio Grande Valley,Lamar,20251216,-1,0.55,135
UMass Lowell,Sacred Heart,Sacred Heart,20251216,1,0.5,157
UMass Lowell,Sacred Heart,UMass Lowell,20251216,-1,0.5,157
Holy Cross,Dartmouth,Dartmouth,20251216,-1,0.51,149
Holy Cross,Dartmouth,Holy Cross,20251216,1,0.49,149
North Carolina,East Tennessee St.,East Tennessee St.,20251216,15,0.1,149
North Carolina,East Tennessee St.,North Carolina,20251216,-15,0.9,149
Morehead St.,Little Rock,Little Rock,20251216,3,0.4,141
Morehead St.,Little Rock,Morehead St.,20251216,-3,0.6,141
Missouri St.,Oral Roberts,Oral Roberts,20251216,5,0.33,147
Missouri St.,Oral Roberts,Missouri St.,20251216,-5,0.67,147
Cal Baptist,Southern,Southern,20251216,9,0.21,153
Cal Baptist,Southern,Cal Baptist,20251216,-9,0.79,153
Drexel,Howard,Howard,20251216,4,0.35,140
Drexel,Howard,Drexel,20251216,-4,0.65,140
St. John's,DePaul,DePaul,20251216,17,0.06,149
St. John's,DePaul,St. John's,20251216,-17,0.94,149
UNC Greensboro,North Carolina A&T,North Carolina A&T,20251216,6,0.3,152
UNC Greensboro,North Carolina A&T,UNC Greensboro,20251216,-6,0.7,152
Evansville,Belmont,Belmont,20251216,-11,0.84,149
Evansville,Belmont,Evansville,20251216,11,0.16,149
BYU,Pacific,Pacific,20251216,20,0.03,146
BYU,Pacific,BYU,20251216,-20,0.97,146
Northwestern,Valparaiso,Valparaiso,20251216,14,0.1,142
Northwestern,Valparaiso,Northwestern,20251216,-14,0.9,142
